0.0343            0.99519
0.8576            0.98077
1.5437            0.94471
2.1269            0.90144
2.6072            0.85096
3.0532            0.80048
3.4648            0.7476
3.8765            0.69471
4.2539            0.64183
4.6655            0.58894
5.0429            0.53365
5.4202            0.48077
5.7976            0.42788
6.175            0.3726
6.5866            0.31971
7.0326            0.26683
7.4786            0.21635
7.9931            0.16827
8.542            0.1226
9.1595            0.08173
9.8799            0.05048
10.7033            0.03606
11.5266            0.03846
12.3499            0.05529
13.1046            0.08413
13.825            0.11538
14.5455            0.14904
15.2659            0.18269
15.9863            0.21394
16.7067            0.24279
17.4957            0.26923
18.2504            0.28846
19.0395            0.30288
19.8628            0.310
